source,original_cell_line_id,original_cell_line_name,sanger_model_id,depmap_id,mapping_status,notes
depmap_metadata,ACH-000640,SKMEL31,SIDM01104,ACH-000640,reference,
depmap_metadata,ACH-000641,CMK,SIDM00959,ACH-000641,reference,
depmap_metadata,ACH-000642,HMEL,nan,ACH-000642,reference,
depmap_metadata,ACH-000643,HDQP1,SIDM01062,ACH-000643,reference,
depmap_metadata,ACH-000644,COLO829,SIDM00909,ACH-000644,reference,
depmap_metadata,ACH-000645,JL1,nan,ACH-000645,reference,
depmap_metadata,ACH-000646,OVMANA,nan,ACH-000646,reference,
depmap_metadata,ACH-000647,TE1,SIDM00369,ACH-000647,reference,
depmap_metadata,ACH-000648,NCIH28,SIDM00720,ACH-000648,reference,
depmap_metadata,ACH-000649,786O,SIDM00125,ACH-000649,reference,
depmap_metadata,ACH-000650,IGR37,SIDM01066,ACH-000650,reference,
depmap_metadata,ACH-000651,SW620,SIDM00841,ACH-000651,reference,
depmap_metadata,ACH-000652,SUIT2,SIDM00371,ACH-000652,reference,
depmap_metadata,ACH-000653,JJN3,SIDM01036,ACH-000653,reference,
depmap_metadata,ACH-000654,RAJI,SIDM00844,ACH-000654,reference,
depmap_metadata,ACH-000655,SF268,SIDM00085,ACH-000655,reference,
depmap_metadata,ACH-000656,SUDHL8,SIDM00423,ACH-000656,reference,
depmap_metadata,ACH-000657,A2780,SIDM00210,ACH-000657,reference,
depmap_metadata,ACH-000658,KMS18,nan,ACH-000658,reference,
depmap_metadata,ACH-000659,SCLC21H,SIDM00029,ACH-000659,reference,
depmap_metadata,ACH-000660,SUDHL5,SIDM00406,ACH-000660,reference,
depmap_metadata,ACH-000661,WM1799,nan,ACH-000661,reference,
depmap_metadata,ACH-000662,CORL23,SIDM00512,ACH-000662,reference,
depmap_metadata,ACH-000663,OVTOKO,SIDM00425,ACH-000663,reference,
depmap_metadata,ACH-000664,SUDHL1,SIDM00390,ACH-000664,reference,
depmap_metadata,ACH-000665,SKMES1,SIDM01103,ACH-000665,reference,
depmap_metadata,ACH-000666,NCIH1355,SIDM00645,ACH-000666,reference,
depmap_metadata,ACH-000667,HCC44,SIDM01069,ACH-000667,reference,
depmap_metadata,ACH-000668,HCC70,SIDM00673,ACH-000668,reference,
depmap_metadata,ACH-000669,SW900,SIDM01158,ACH-000669,reference,
depmap_metadata,ACH-000670,SBC5,SIDM00368,ACH-000670,reference,
depmap_metadata,ACH-000671,HUH6,SIDM00062,ACH-000671,reference,
depmap_metadata,ACH-000672,IALM,SIDM00306,ACH-000672,reference,
depmap_metadata,ACH-000673,LN443,nan,ACH-000673,reference,
depmap_metadata,ACH-000674,NUGC4,SIDM00570,ACH-000674,reference,
depmap_metadata,ACH-000675,NCIH1734,SIDM00739,ACH-000675,reference,
depmap_metadata,ACH-000676,LN464,SIDM00058,ACH-000676,reference,
depmap_metadata,ACH-000677,SW1573,SIDM01163,ACH-000677,reference,
depmap_metadata,ACH-000678,MKN7,SIDM00560,ACH-000678,reference,
depmap_metadata,ACH-000679,OE19,SIDM00479,ACH-000679,reference,
depmap_metadata,ACH-000680,SW948,SIDM00832,ACH-000680,reference,
depmap_metadata,ACH-000681,A549,SIDM00903,ACH-000681,reference,
depmap_metadata,ACH-000682,SNU1066,SIDM00170,ACH-000682,reference,
depmap_metadata,ACH-000683,SNU503,SIDM00497,ACH-000683,reference,
depmap_metadata,ACH-000684,KMRC1,SIDM00611,ACH-000684,reference,
depmap_metadata,ACH-000685,L33,nan,ACH-000685,reference,
depmap_metadata,ACH-000686,SNU878,nan,ACH-000686,reference,
depmap_metadata,ACH-000687,CI1,nan,ACH-000687,reference,
depmap_metadata,ACH-000688,OV7,SIDM00474,ACH-000688,reference,
depmap_metadata,ACH-000689,RH18,SIDM00454,ACH-000689,reference,
depmap_metadata,ACH-000690,HCC2814,nan,ACH-000690,reference,
depmap_metadata,ACH-000691,HCC2157,SIDM00774,ACH-000691,reference,
depmap_metadata,ACH-000692,SNU899,SIDM00169,ACH-000692,reference,
depmap_metadata,ACH-000693,KYSE180,SIDM01030,ACH-000693,reference,
depmap_metadata,ACH-000694,TE9,SIDM00325,ACH-000694,reference,
depmap_metadata,ACH-000695,CORL47,nan,ACH-000695,reference,
depmap_metadata,ACH-000696,OVCAR8,SIDM00090,ACH-000696,reference,
depmap_metadata,ACH-000697,A3KAW,SIDM00495,ACH-000697,reference,
depmap_metadata,ACH-000698,DMS53,SIDM00523,ACH-000698,reference,
depmap_metadata,ACH-000699,HCC1395,SIDM00884,ACH-000699,reference,
depmap_metadata,ACH-000700,NCIH2882,nan,ACH-000700,reference,
depmap_metadata,ACH-000701,RMUGS,nan,ACH-000701,reference,
depmap_metadata,ACH-000702,L1236,SIDM00313,ACH-000702,reference,
depmap_metadata,ACH-000703,DMS79,SIDM00524,ACH-000703,reference,
depmap_metadata,ACH-000704,OAW42,SIDM00480,ACH-000704,reference,
depmap_metadata,ACH-000705,LC1F,SIDM00298,ACH-000705,reference,
depmap_metadata,ACH-000706,EKVX,SIDM00119,ACH-000706,reference,
depmap_metadata,ACH-000707,P3HR1,SIDM01254,ACH-000707,reference,
depmap_metadata,ACH-000708,SNU283,SIDM00215,ACH-000708,reference,
depmap_metadata,ACH-000709,KMRC2,nan,ACH-000709,reference,
depmap_metadata,ACH-000710,NCIH854,nan,ACH-000710,reference,
depmap_metadata,ACH-000711,JIMT1,SIDM01037,ACH-000711,reference,
depmap_metadata,ACH-000712,HCC1833,nan,ACH-000712,reference,
depmap_metadata,ACH-000713,CAOV3,SIDM00919,ACH-000713,reference,
depmap_metadata,ACH-000714,KMS11,SIDM00608,ACH-000714,reference,
depmap_metadata,ACH-000715,SNU1214,SIDM00167,ACH-000715,reference,
depmap_metadata,ACH-000716,TT2609C02,SIDM00418,ACH-000716,reference,
depmap_metadata,ACH-000717,COLO680N,SIDM00956,ACH-000717,reference,
depmap_metadata,ACH-000718,NCIH2291,SIDM00728,ACH-000718,reference,
depmap_metadata,ACH-000719,RMGI,SIDM00352,ACH-000719,reference,
depmap_metadata,ACH-000720,TCCSUP,SIDM01190,ACH-000720,reference,
depmap_metadata,ACH-000721,HMC18,nan,ACH-000721,reference,
depmap_metadata,ACH-000722,SNUC1,SIDM01197,ACH-000722,reference,
depmap_metadata,ACH-000723,YD10B,nan,ACH-000723,reference,
depmap_metadata,ACH-000724,HT1376,SIDM00678,ACH-000724,reference,
depmap_metadata,ACH-000725,HCC202,SIDM00870,ACH-000725,reference,
depmap_metadata,ACH-000726,TE14,nan,ACH-000726,reference,
depmap_metadata,ACH-000727,NCIH2066,SIDM00711,ACH-000727,reference,
depmap_metadata,ACH-000728,KASUMI2,nan,ACH-000728,reference,
depmap_metadata,ACH-000729,NCIH1963,SIDM00760,ACH-000729,reference,
depmap_metadata,ACH-000730,SKMEL5,SIDM00080,ACH-000730,reference,
depmap_metadata,ACH-000731,HCC2279,nan,ACH-000731,reference,
depmap_metadata,ACH-000732,PECAPJ41CLONED2,nan,ACH-000732,reference,
depmap_metadata,ACH-000733,NCIH1838,SIDM00769,ACH-000733,reference,
depmap_metadata,ACH-000734,JHH5,nan,ACH-000734,reference,
depmap_metadata,ACH-000735,PECAPJ49,nan,ACH-000735,reference,
depmap_metadata,ACH-000736,SNU601,nan,ACH-000736,reference,
depmap_metadata,ACH-000737,NCIH1385,nan,ACH-000737,reference,
depmap_metadata,ACH-000738,GB1,SIDM00581,ACH-000738,reference,
depmap_metadata,ACH-000739,HEPG2,SIDM00904,ACH-000739,reference,
depmap_metadata,ACH-000740,A253,SIDM00796,ACH-000740,reference,
depmap_metadata,ACH-000741,UBLC1,nan,ACH-000741,reference,
depmap_metadata,ACH-000742,DM3,SIDM01505,ACH-000742,reference,
depmap_metadata,ACH-000743,CORL95,SIDM00521,ACH-000743,reference,
depmap_metadata,ACH-000744,NCIH1623,SIDM00747,ACH-000744,reference,
depmap_metadata,ACH-000745,MOLP8,SIDM00434,ACH-000745,reference,
depmap_metadata,ACH-000746,GSS,nan,ACH-000746,reference,
depmap_metadata,ACH-000747,NCIH1703,SIDM00740,ACH-000747,reference,
depmap_metadata,ACH-000748,SJSA1,SIDM01112,ACH-000748,reference,
depmap_metadata,ACH-000749,DMS273,SIDM00522,ACH-000749,reference,
depmap_metadata,ACH-000750,LOXIMVI,SIDM00149,ACH-000750,reference,
depmap_metadata,ACH-000751,OCIM1,SIDM00458,ACH-000751,reference,
depmap_metadata,ACH-000752,NCIH196,SIDM00761,ACH-000752,reference,
depmap_metadata,ACH-000753,JMSU1,nan,ACH-000753,reference,
depmap_metadata,ACH-000754,L428,SIDM00327,ACH-000754,reference,
depmap_metadata,ACH-000755,HCC2218,SIDM00772,ACH-000755,reference,
depmap_metadata,ACH-000756,GI1,SIDM00273,ACH-000756,reference,
depmap_metadata,ACH-000757,A427,SIDM00810,ACH-000757,reference,
depmap_metadata,ACH-000758,MKN74,SIDM00248,ACH-000758,reference,
depmap_metadata,ACH-000759,MDAMB175VII,SIDM00633,ACH-000759,reference,
depmap_metadata,ACH-000760,LNZ308,SIDM00682,ACH-000760,reference,
depmap_metadata,ACH-000761,NUGC2,nan,ACH-000761,reference,
depmap_metadata,ACH-000762,YD38,nan,ACH-000762,reference,
depmap_metadata,ACH-000763,MM1S,SIDM01265,ACH-000763,reference,
depmap_metadata,ACH-000764,SH10TC,nan,ACH-000764,reference,
depmap_metadata,ACH-000765,WM983B,nan,ACH-000765,reference,
depmap_metadata,ACH-000766,NCIH1648,SIDM00746,ACH-000766,reference,
depmap_metadata,ACH-000767,NCIH526,SIDM01128,ACH-000767,reference,
depmap_metadata,ACH-000768,MDAMB231,SIDM00146,ACH-000768,reference,
depmap_metadata,ACH-000769,LK2,SIDM00548,ACH-000769,reference,
depmap_metadata,ACH-000770,P31FUJ,SIDM00363,ACH-000770,reference,
depmap_metadata,ACH-000771,BICR56,nan,ACH-000771,reference,
depmap_metadata,ACH-000772,TE441T,SIDM01173,ACH-000772,reference,
depmap_metadata,ACH-000773,KIJK,nan,ACH-000773,reference,
depmap_metadata,ACH-000774,RERFLCAD2,nan,ACH-000774,reference,
depmap_metadata,ACH-000775,NCIH727,SIDM01119,ACH-000775,reference,
depmap_metadata,ACH-000776,ONS76,SIDM00567,ACH-000776,reference,
depmap_metadata,ACH-000777,KYSE30,SIDM00015,ACH-000777,reference,
depmap_metadata,ACH-000778,HSC3,SIDM00589,ACH-000778,reference,
depmap_metadata,ACH-000779,PC9,SIDM00236,ACH-000779,reference,
depmap_metadata,ACH-000780,NCIH1105,SIDM00652,ACH-000780,reference,
depmap_metadata,ACH-000781,NCIH2023,SIDM00753,ACH-000781,reference,
depmap_metadata,ACH-000782,SEM,nan,ACH-000782,reference,
depmap_metadata,ACH-000783,CAMA1,SIDM00920,ACH-000783,reference,
depmap_metadata,ACH-000784,KYSE70,SIDM01024,ACH-000784,reference,
depmap_metadata,ACH-000785,NCIH2126,SIDM00775,ACH-000785,reference,
depmap_metadata,ACH-000786,DAUDI,SIDM00845,ACH-000786,reference,
depmap_metadata,ACH-000787,LXF289,SIDM00339,ACH-000787,reference,
depmap_metadata,ACH-000788,A2058,SIDM00797,ACH-000788,reference,
depmap_metadata,ACH-000789,NCIH810,SIDM01116,ACH-000789,reference,
depmap_metadata,ACH-000790,SHP77,SIDM01078,ACH-000790,reference,
depmap_metadata,ACH-000791,RERFLCAD1,nan,ACH-000791,reference,
depmap_metadata,ACH-000792,BFTC909,SIDM00988,ACH-000792,reference,
depmap_metadata,ACH-000793,KATOIII,SIDM00687,ACH-000793,reference,
depmap_metadata,ACH-000794,BICR22,SIDM00485,ACH-000794,reference,
depmap_metadata,ACH-000795,MOLT13,SIDM00433,ACH-000795,reference,
depmap_metadata,ACH-000796,MCAS,SIDM00008,ACH-000796,reference,
depmap_metadata,ACH-000797,HLFA,nan,ACH-000797,reference,
depmap_metadata,ACH-000798,CL40,SIDM00960,ACH-000798,reference,
depmap_metadata,ACH-000799,HS695T,nan,ACH-000799,reference,
depmap_metadata,ACH-000800,NCIH446,SIDM00965,ACH-000800,reference,
depmap_metadata,ACH-000801,HS936T,nan,ACH-000801,reference,
depmap_metadata,ACH-000802,BFTC905,SIDM00989,ACH-000802,reference,
depmap_metadata,ACH-000803,COLO668,SIDM00143,ACH-000803,reference,
depmap_metadata,ACH-000804,NB1,SIDM00578,ACH-000804,reference,
depmap_metadata,ACH-000805,COLO679,SIDM00284,ACH-000805,reference,
depmap_metadata,ACH-000806,L540,SIDM00329,ACH-000806,reference,
depmap_metadata,ACH-000807,SNU738,nan,ACH-000807,reference,
depmap_metadata,ACH-000808,HUH28,nan,ACH-000808,reference,
depmap_metadata,ACH-000809,KYSE410,SIDM01028,ACH-000809,reference,
depmap_metadata,ACH-000810,SKMEL30,SIDM00392,ACH-000810,reference,
depmap_metadata,ACH-000811,SKOV3,SIDM00079,ACH-000811,reference,
depmap_metadata,ACH-000812,COLO783,SIDM00955,ACH-000812,reference,
depmap_metadata,ACH-000813,T3M10,nan,ACH-000813,reference,
depmap_metadata,ACH-000814,HS939T,SIDM00663,ACH-000814,reference,
depmap_metadata,ACH-000815,KMH2,SIDM01018,ACH-000815,reference,
depmap_metadata,ACH-000816,NCIH524,SIDM01129,ACH-000816,reference,
depmap_metadata,ACH-000817,RPMI8226,SIDM00087,ACH-000817,reference,
depmap_metadata,ACH-000818,BT483,SIDM00892,ACH-000818,reference,
depmap_metadata,ACH-000819,LN18,SIDM00685,ACH-000819,reference,
depmap_metadata,ACH-000820,SW403,SIDM00836,ACH-000820,reference,
depmap_metadata,ACH-000821,EJM,SIDM01048,ACH-000821,reference,
depmap_metadata,ACH-000822,SKMEL24,SIDM01106,ACH-000822,reference,
depmap_metadata,ACH-000823,KYSE140,SIDM01032,ACH-000823,reference,
depmap_metadata,ACH-000824,KYSE510,SIDM01026,ACH-000824,reference,
depmap_metadata,ACH-000825,HOP92,SIDM00134,ACH-000825,reference,
depmap_metadata,ACH-000826,CAL12T,SIDM00939,ACH-000826,reference,
depmap_metadata,ACH-000827,WM793,SIDM00973,ACH-000827,reference,
depmap_metadata,ACH-000828,ZR7530,SIDM00971,ACH-000828,reference,
depmap_metadata,ACH-000829,HUNS1,nan,ACH-000829,reference,
depmap_metadata,ACH-000830,NCIH1436,SIDM00697,ACH-000830,reference,
depmap_metadata,ACH-000831,HEC50B,nan,ACH-000831,reference,
depmap_metadata,ACH-000832,CAL27,SIDM00937,ACH-000832,reference,
depmap_metadata,ACH-000833,RH30,nan,ACH-000833,reference,
depmap_metadata,ACH-000834,UMUC1,nan,ACH-000834,reference,
depmap_metadata,ACH-000835,GCT,SIDM00853,ACH-000835,reference,
depmap_metadata,ACH-000836,YD15,nan,ACH-000836,reference,
depmap_metadata,ACH-000837,NCIH322,SIDM00117,ACH-000837,reference,
depmap_metadata,ACH-000838,AMO1,SIDM00993,ACH-000838,reference,
depmap_metadata,ACH-000839,SCABER,SIDM00032,ACH-000839,reference,
depmap_metadata,ACH-000840,HCC366,SIDM01070,ACH-000840,reference,
depmap_metadata,ACH-000841,NCIH2087,SIDM00708,ACH-000841,reference,
depmap_metadata,ACH-000842,SW480,SIDM00840,ACH-000842,reference,
depmap_metadata,ACH-000843,HARA,SIDM00598,ACH-000843,reference,
depmap_metadata,ACH-000844,DMS454,nan,ACH-000844,reference,
depmap_metadata,ACH-000845,NCIH1373,nan,ACH-000845,reference,
depmap_metadata,ACH-000846,FADU,SIDM00860,ACH-000846,reference,
depmap_metadata,ACH-000847,HGC27,SIDM00290,ACH-000847,reference,
depmap_metadata,ACH-000848,JHH7,SIDM00614,ACH-000848,reference,
depmap_metadata,ACH-000849,MDAMB468,SIDM00628,ACH-000849,reference,
depmap_metadata,ACH-000850,HS698T,SIDM01705,ACH-000850,reference,
depmap_metadata,ACH-000851,MORCPR,nan,ACH-000851,reference,
depmap_metadata,ACH-000852,NCIH1435,SIDM00658,ACH-000852,reference,
depmap_metadata,ACH-000853,NCIH661,SIDM01122,ACH-000853,reference,
depmap_metadata,ACH-000854,OCIMY5,nan,ACH-000854,reference,
depmap_metadata,ACH-000855,KYSE150,SIDM01031,ACH-000855,reference,
depmap_metadata,ACH-000856,CAL51,SIDM00933,ACH-000856,reference,
depmap_metadata,ACH-000857,CAL851,SIDM00928,ACH-000857,reference,
depmap_metadata,ACH-000858,KNS62,SIDM00606,ACH-000858,reference,
depmap_metadata,ACH-000859,HCC1954,SIDM00872,ACH-000859,reference,
depmap_metadata,ACH-000860,NCIH358,SIDM00718,ACH-000860,reference,
depmap_metadata,ACH-000861,HOP62,SIDM00133,ACH-000861,reference,
depmap_metadata,ACH-000862,KMBC2,nan,ACH-000862,reference,
depmap_metadata,ACH-000863,DBTRG05MG,SIDM00867,ACH-000863,reference,
depmap_metadata,ACH-000864,COLO684,SIDM00142,ACH-000864,reference,
depmap_metadata,ACH-000865,KYSE450,SIDM01027,ACH-000865,reference,
depmap_metadata,ACH-000866,NCIH1048,SIDM00654,ACH-000866,reference,
depmap_metadata,ACH-000867,CHAGOK1,SIDM00924,ACH-000867,reference,
depmap_metadata,ACH-000868,HCC1195,nan,ACH-000868,reference,
depmap_metadata,ACH-000869,NCIH1568,SIDM00750,ACH-000869,reference,
depmap_metadata,ACH-000870,NCIH1930,nan,ACH-000870,reference,
depmap_metadata,ACH-000871,NCIH510,SIDM00927,ACH-000871,reference,
depmap_metadata,ACH-000872,HCC515,nan,ACH-000872,reference,
depmap_metadata,ACH-000873,KYSE270,SIDM01029,ACH-000873,reference,
depmap_metadata,ACH-000874,RS411,SIDM01086,ACH-000874,reference,
depmap_metadata,ACH-000875,NCIH2347,SIDM00726,ACH-000875,reference,
depmap_metadata,ACH-000876,MDAMB415,SIDM00630,ACH-000876,reference,
depmap_metadata,ACH-000877,EB1,SIDM00862,ACH-000877,reference,
depmap_metadata,ACH-000878,HCC15,SIDM01072,ACH-000878,reference,
depmap_metadata,ACH-000879,MFE296,SIDM00334,ACH-000879,reference,
depmap_metadata,ACH-000880,AGS,SIDM00850,ACH-000880,reference,
depmap_metadata,ACH-000881,MELJUSO,SIDM00336,ACH-000881,reference,
depmap_metadata,ACH-000882,IGR1,SIDM01060,ACH-000882,reference,
depmap_metadata,ACH-000883,SW1783,SIDM01164,ACH-000883,reference,
depmap_metadata,ACH-000884,MDAMB435S,SIDM01222,ACH-000884,reference,
depmap_metadata,ACH-000885,TOV21G,SIDM01169,ACH-000885,reference,
depmap_metadata,ACH-000886,NCIH2009,SIDM00756,ACH-000886,reference,
depmap_metadata,ACH-000887,SF172,nan,ACH-000887,reference,
depmap_metadata,ACH-000888,NCIH1793,SIDM00755,ACH-000888,reference,
depmap_metadata,ACH-000889,KMM1,nan,ACH-000889,reference,
depmap_metadata,ACH-000890,SW1271,SIDM01156,ACH-000890,reference,
depmap_metadata,ACH-000891,HCC1438,nan,ACH-000891,reference,
depmap_metadata,ACH-000892,NCIH1563,SIDM00751,ACH-000892,reference,
depmap_metadata,ACH-000893,NCIH1651,SIDM00744,ACH-000893,reference,
depmap_metadata,ACH-000894,NCIH1869,SIDM00768,ACH-000894,reference,
depmap_metadata,ACH-000895,CL34,SIDM00945,ACH-000895,reference,
depmap_metadata,ACH-000896,647V,SIDM00983,ACH-000896,reference,
depmap_metadata,ACH-000897,FTC238,SIDM00228,ACH-000897,reference,
depmap_metadata,ACH-000898,SNU719,nan,ACH-000898,reference,
depmap_metadata,ACH-000899,WM88,SIDM01768,ACH-000899,reference,
depmap_metadata,ACH-000900,NCIH23,SIDM00138,ACH-000900,reference,
depmap_metadata,ACH-000901,HCC1359,nan,ACH-000901,reference,
depmap_metadata,ACH-000902,CAL148,SIDM00938,ACH-000902,reference,
depmap_metadata,ACH-000903,FTC133,SIDM00213,ACH-000903,reference,
depmap_metadata,ACH-000904,NCIH2106,nan,ACH-000904,reference,
depmap_metadata,ACH-000905,5637,SIDM00807,ACH-000905,reference,
depmap_metadata,ACH-000906,ES2,SIDM00861,ACH-000906,reference,
depmap_metadata,ACH-000907,SNU349,nan,ACH-000907,reference,
depmap_metadata,ACH-000908,SNU520,nan,ACH-000908,reference,
depmap_metadata,ACH-000909,JHUEM2,nan,ACH-000909,reference,
depmap_metadata,ACH-000910,MDAMB453,SIDM00272,ACH-000910,reference,
depmap_metadata,ACH-000911,NUGC3,SIDM00572,ACH-000911,reference,
depmap_metadata,ACH-000912,NCIH2286,SIDM00017,ACH-000912,reference,
depmap_metadata,ACH-000913,ESS1,SIDM01043,ACH-000913,reference,
depmap_metadata,ACH-000914,HT,SIDM00661,ACH-000914,reference,
depmap_metadata,ACH-000915,IPC298,SIDM01059,ACH-000915,reference,
depmap_metadata,ACH-000916,NCIH1573,SIDM00749,ACH-000916,reference,
depmap_metadata,ACH-000917,TE4,SIDM00250,ACH-000917,reference,
depmap_metadata,ACH-000918,MOLT16,SIDM00431,ACH-000918,reference,
depmap_metadata,ACH-000919,IM95,SIDM00602,ACH-000919,reference,
depmap_metadata,ACH-000920,CMLT1,SIDM00958,ACH-000920,reference,
depmap_metadata,ACH-000921,NCIH157DM,nan,ACH-000921,reference,
depmap_metadata,ACH-000922,RCHACV,SIDM00449,ACH-000922,reference,
depmap_metadata,ACH-000923,BCP1,nan,ACH-000923,reference,
depmap_metadata,ACH-000924,NCIH2172,SIDM00926,ACH-000924,reference,
depmap_metadata,ACH-000925,DV90,nan,ACH-000925,reference,
depmap_metadata,ACH-000926,HT55,SIDM00541,ACH-000926,reference,
depmap_metadata,ACH-000927,BT474,SIDM00963,ACH-000927,reference,
depmap_metadata,ACH-000928,JHUEM1,nan,ACH-000928,reference,
depmap_metadata,ACH-000929,NCIH2110,SIDM00703,ACH-000929,reference,
depmap_metadata,ACH-000930,HCC1569,SIDM00878,ACH-000930,reference,
depmap_metadata,ACH-000931,HMCB,SIDM00914,ACH-000931,reference,
depmap_metadata,ACH-000932,SNU1,SIDM01146,ACH-000932,reference,
depmap_metadata,ACH-000933,SNU324,nan,ACH-000933,reference,
depmap_metadata,ACH-000934,MDAMB361,SIDM00528,ACH-000934,reference,
depmap_metadata,ACH-000935,MDST8,SIDM00527,ACH-000935,reference,
depmap_metadata,ACH-000936,EFO27,SIDM01051,ACH-000936,reference,
depmap_metadata,ACH-000937,PF382,SIDM00451,ACH-000937,reference,
depmap_metadata,ACH-000938,NALM6,SIDM00429,ACH-000938,reference,
depmap_metadata,ACH-000939,SKUT1,SIDM01113,ACH-000939,reference,
depmap_metadata,ACH-000940,AN3CA,SIDM00901,ACH-000940,reference,
depmap_metadata,ACH-000941,HEC1B,SIDM01241,ACH-000941,reference,
depmap_metadata,ACH-000942,HPBALL,nan,ACH-000942,reference,
depmap_metadata,ACH-000943,RKO,SIDM01090,ACH-000943,reference,
depmap_metadata,ACH-000944,NAMALWA,SIDM00641,ACH-000944,reference,
depmap_metadata,ACH-000945,NCIH650,SIDM01124,ACH-000945,reference,
depmap_metadata,ACH-000946,HEC265,nan,ACH-000946,reference,
depmap_metadata,ACH-000947,OVK18,SIDM00238,ACH-000947,reference,
depmap_metadata,ACH-000948,2313287,SIDM00980,ACH-000948,reference,
depmap_metadata,ACH-000949,TGBC11TKB,SIDM00251,ACH-000949,reference,
depmap_metadata,ACH-000950,LOVO,SIDM00839,ACH-000950,reference,
depmap_metadata,ACH-000951,NCIH2342,SIDM00727,ACH-000951,reference,
depmap_metadata,ACH-000952,MDAPCA2B,nan,ACH-000952,reference,
depmap_metadata,ACH-000953,SUPT1,SIDM01154,ACH-000953,reference,
depmap_metadata,ACH-000954,HEC1A,SIDM00595,ACH-000954,reference,
depmap_metadata,ACH-000955,SNU407,SIDM00214,ACH-000955,reference,
depmap_metadata,ACH-000956,22RV1,SIDM00499,ACH-000956,reference,
depmap_metadata,ACH-000957,LS180,SIDM00680,ACH-000957,reference,
depmap_metadata,ACH-000958,SW48,SIDM00837,ACH-000958,reference,
depmap_metadata,ACH-000959,SNUC4,SIDM00500,ACH-000959,reference,
depmap_metadata,ACH-000960,REH,SIDM00447,ACH-000960,reference,
depmap_metadata,ACH-000961,ISHIKAWAHERAKLIO02ER,SIDM00037,ACH-000961,reference,
depmap_metadata,ACH-000962,OC314,SIDM00220,ACH-000962,reference,
depmap_metadata,ACH-000963,CCK81,SIDM00487,ACH-000963,reference,
depmap_metadata,ACH-000964,MOLT3,SIDM00153,ACH-000964,reference,
depmap_metadata,ACH-000965,RL952,SIDM01088,ACH-000965,reference,
depmap_metadata,ACH-000966,IGROV1,SIDM00151,ACH-000966,reference,
depmap_metadata,ACH-000967,SNUC2A,SIDM00780,ACH-000967,reference,
depmap_metadata,ACH-000968,COLO792,SIDM00140,ACH-000968,reference,
depmap_metadata,ACH-000969,KM12,SIDM00150,ACH-000969,reference,
depmap_metadata,ACH-000970,SNUC5,SIDM00498,ACH-000970,reference,
depmap_metadata,ACH-000971,HCT116,SIDM00783,ACH-000971,reference,
depmap_metadata,ACH-000972,HEC151,nan,ACH-000972,reference,
depmap_metadata,ACH-000973,639V,SIDM00999,ACH-000973,reference,
depmap_metadata,ACH-000974,SNGM,SIDM00373,ACH-000974,reference,
depmap_metadata,ACH-000975,HCC2450,nan,ACH-000975,reference,
depmap_metadata,ACH-000976,HUCCT1,SIDM00587,ACH-000976,reference,
depmap_metadata,ACH-000977,LNCAPCLONEFGC,SIDM00683,ACH-000977,reference,
depmap_metadata,ACH-000978,EN,SIDM01045,ACH-000978,reference,
depmap_metadata,ACH-000979,DU145,SIDM00120,ACH-000979,reference,
depmap_metadata,ACH-000980,NCIH1155,SIDM00651,ACH-000980,reference,
depmap_metadata,ACH-000981,DND41,SIDM00946,ACH-000981,reference,
depmap_metadata,ACH-000982,GP2D,SIDM00536,ACH-000982,reference,
depmap_metadata,ACH-000983,KCL22,SIDM01004,ACH-000983,reference,
depmap_metadata,ACH-000984,HEC6,nan,ACH-000984,reference,
depmap_metadata,ACH-000985,LS411N,SIDM00660,ACH-000985,reference,
depmap_metadata,ACH-000986,HT115,SIDM00534,ACH-000986,reference,
depmap_metadata,ACH-000987,MEWO,SIDM00545,ACH-000987,reference,
depmap_metadata,ACH-000988,MFE319,SIDM00333,ACH-000988,reference,
depmap_metadata,ACH-000989,SNU175,SIDM00216,ACH-000989,reference,
depmap_metadata,ACH-000990,HEC108,nan,ACH-000990,reference,
depmap_metadata,ACH-000991,SNU81,SIDM00193,ACH-000991,reference,
depmap_metadata,ACH-000992,BICR18,nan,ACH-000992,reference,
depmap_metadata,ACH-000993,JHUEM7,nan,ACH-000993,reference,
depmap_metadata,ACH-000994,HEC59,nan,ACH-000994,reference,
depmap_metadata,ACH-000995,JURKAT,SIDM01016,ACH-000995,reference,
depmap_metadata,ACH-000996,HEC251,nan,ACH-000996,reference,
depmap_metadata,ACH-000997,HCT15,SIDM00789,ACH-000997,reference,
depmap_metadata,ACH-000998,CW2,SIDM00282,ACH-000998,reference,
depmap_metadata,ACH-000999,SNU1040,SIDM00217,ACH-000999,reference,
depmap_metadata,ACH-001000,1321N1,SIDM01967,ACH-001000,reference,
depmap_metadata,ACH-001001,143B,SIDM00804,ACH-001001,reference,
depmap_metadata,ACH-001002,451LU,SIDM01240,ACH-001002,reference,
depmap_metadata,ACH-001007,A673STAG2KO16,nan,ACH-001007,reference,
depmap_metadata,ACH-001008,A673STAG2KO45,nan,ACH-001008,reference,
depmap_metadata,ACH-001009,A673STAG2NT14,nan,ACH-001009,reference,
depmap_metadata,ACH-001010,A673STAG2NT23,nan,ACH-001010,reference,
depmap_metadata,ACH-001015,AZ521,SIDM01934,ACH-001015,reference,
depmap_metadata,ACH-001016,BECKER,SIDM00490,ACH-001016,reference,
depmap_metadata,ACH-001017,BGC823,SIDM01938,ACH-001017,reference,
